comment,label
"chất lượng sản phẩm:tốt đối tượng sử dụng:trẻ em mùi hương:thơm mình nhận hàng nắp chai bị lỏng nên đỗ hết sữa tắm ra ngoài, còn chai dưỡng thể thì nắp vặn bị gãy nên ko vặn dc.",negative
"shop đóng hàng bị đổ sữa tắm ra ngoài nhiều, nhưng vẫn nhận vì shipper. màu và mùi khác với chai mình đang sử dụng.",negative
"mùi hương:hắc mùi hương k giống mùi đúng của hãng, cảm thấy thất vọng",negative
"shop đóng gói ko kỹ , chai sữa tắm bị đổ ra ngoài mong lần sau shop đóng gói cẩn thận hơn",negative
"sản phẩm không giống hàng chính hãng mua ở siêu thị lớn, bao bì không sắc sảo, mùi quá nồng",negative
"giá rẻ nên ko tin tưởng lắm về chất lượng giá cả tương đối hợp lý, chưa sử dụng nên chưa đánh giá chất lượng, mẫu mã bao bì ổn",negative
chất lượng sản phẩm:tạm được mùi hương:ok đối tượng sử dụng:trẻ em và người lớn shop nhìn hình sẽ thấy. cách ghi dòng giới thiệu sản phẩm của cha gội xả và lotion là khác nhau. sao lạ lạ quá. hi vọng là hàng thật. shop đóng gói cũng kĩ nhưng sao khi mở ra vẫn là vẫn chảy ra nhiều lắm. nắp đậy và vòi bị lỏng luôn. hic,negative
"mùi hương và màu sắc vỏ chai ko giống với những chai trước đây mình mua, nghi ko phải hàng chính hãng.",negative
"hình ảnh và video chỉ mang tính chất nhận xu thôi nhé sản phẩm kg có tem nhập khẩu, mình thấy tem của sản phẩm bị mờ - mở ra thấy cũng thơm dịu nhẹ - mà cảm giác vẫn hơi lo ngại",negative
"đóng gói k cẩn thận, chai bị chảy ra ngoài.",negative
đóng gói lỏng lẽo bị chảy:),positive
bao bì k như hàng ch,negative
"mùi hương:thơm đối tượng sử dụng:trẻ em chất lượng sản phẩm:tốt dùng cho bé rất thích phù hợp bé nhà mình đã mua sản phẩm này dùng nhiều lần, 3 sao do nghi ngờ sản phẩm đã bị sử dụng, đóng gói ko kỹ sữa tắm chảy dính đầy chai",negative
"thấy bao bì nhoè và mờ hơn lọ đang dùng, chất gel thì lỏng, nghi ngờ fake mà k biết phải chứng minh thế nào",negative
"mùi thơm, nhưng hàng shop đóng bị chảy ra ngoài",negative
"nhận được hàng, đóng gói cẩn thận. dùng xem sao. date dài 2024-2027. săn sale 170k,",negative
shop đóng hàng khá kỹ nhưng không hiểu sao vẫn bị chảy sữa tắm ra. hi vọng shop cải thiện phần này,negative
mua rẻ hơn trong shop. không thơm lắm. mùi nhẹ nhẹ.. nói chung cũng đc. ảnh minh họa nhận xu,negative
giao hàng nhanh,negative
gói hàng ko cẩn thận nên khi nhận bị đổ tùm lum cả 2 chai,negative
ko biết do vận chuyển hay đóng gói ko để ý. nắp bị bật ra đổ sữa tắm ra ngoài. hơi thất vọng.,negative
đóng gói k cẩn thận để nắp chai bung ra đổ tùm lum hết luôn lần s shop cẩn thận hơn nhé,negative
chảy xà bông ra 1 chút,negative
"mùi hương:thom nhe dễ chịu đối tượng sử dụng:sơ sinh và trẻ nhỏ giao hành nhanh chóng,.ghd",negative
chưa dùng chưa biết chất lượng sao,negative
chất lượng sản phẩm:chuaw su dung nen chua biet,negative
"mùi hương:chưa dùng nên chưa biết đối tượng sử dụng:trẻ em đóng gói cẩn thận, giao hàng nhanh, date còn khá xa sẽ ủng hộ tiếp nếu con hợp với sữa tắm này",negative
"đối tượng sử dụng:em bé mùi hương:thơm dịu nhẹ chất lượng sản phẩm:tốt giao hàng nhanh , giá tốt . thơm dịu nhẹ cho bé dùng cho bé rất hợp , 400ml dùng thoải mái",negative
"nhận được sau 2 ngày, không có rò rỉ. họ không bọc bong bóng thứ này kể từ khi con tôi chào đời và nó rất dễ sử dụng trên tóc của tôi. và cơ thể có mùi tốt sau khi tắm",negative
"mùi hương dịu nhẹ, dùng tắm gội cho em bé. chỉ cần một lượng nhỏ cũng đủ làm sạch bé. tắm xong da bé mịn màng",negative
nó có tác dụng tốt trong việc tắm và gội đầu cho trẻ em. đây là một sản phẩm rất tốt. hàng đến rất nhanh. tôi rất hài lòng với sản phẩm đã mua. nó có mùi thơm tuyệt vời và rất sảng khoái.,negative
đối tượng sử dụng:trẻ em mùi hương:thơm dịu chất lượng sản phẩm:chưa dùng hơi lo lo thấy khác lọ về màu chữ màu nắp chai ở nhà,negative
"chất lượng sản phẩm:ok đối tượng sử dụng:trẻ em mùi hương:dịu thơm giao hàng nhanh, đóng cẩn thận, tắm gội 2 trong 1 mùi dịu nhẹ, nên mua nha các mom",negative
"chất lượng sản phẩm:tot mùi hương:diu nhe đối tượng sử dụng:baby shop giao nhanh. săn sale được giá tốt. đóng gói chắc chắn, cẩn thận. sản phẩm dùng tốt",negative
"chất lượng sản phẩm:tốt mùi hương:thơm dịu đối tượng sử dụng:trẻ nhỏ sp sd ok mn nha! hợp vs baby của mình....shop đóng gói sp cẩn thận, gửi giao hàng cũng ok! tặng shop 5*",positive
đối tượng sử dụng:em be mùi khá thơm. đóng gói kĩ. date 2027 rất ok. kb xài 1 thời gian có bay mùi k thôi.,positive
"chất kem mỏng nhẹ dễ tán, thấm nhanh k nhờn rít, mùi cúc la mã thơm nhẹ, mình chọn loại này vì nghe nói có tác dụng xua đuổi muỗi",negative
"chất lượng sản phẩm:chưa sử dụng đối tượng sử dụng:tắm gội mùi hương:hoa cúc shop giao hàng nhanh, shop đóng gói sản phẩm kỹ lưỡng, hy vọng chất lượng sản phẩm oki để còn quay lại ủng hộ shop những lần sau!",negative
"đối tượng sử dụng:0m mùi hương:thơm nhẹ chất lượng sản phẩm:tốt gội cho bé rất oke, thơm nhẹ dịu dùng cho cả các bé lớn hơn cũng vẫn được nên mua",negative
"chất lượng sản phẩm:tốt đối tượng sử dụng:trẻ em mùi hương:diệu nhẹ gói hàng rất cẩn thận, chất lượng sản phẩm tốt, giao hàng rất nhanh, sẽ ủng hộ shop thêm nữa!sssssssssssssss",negative
"đối tượng sử dụng:trẻ em chất lượng sản phẩm:tốt mùi hương:thơm giao hàng nhanh, đóng gói cẩn thận, bé mình hay bị dị ứng, sử dụng sản phẩm này thấy tốt lên",negative
"độ tuổi sử dụng:0-1 bao bì/mẫu mã:tệ chất lượng sản phẩm:shop tráo hàng shop rất có thể tráo hàng. lúc nào kiện shop mới gửi video đóng. mà ngày sale, chẳng có shop nào rảnh đến nỗi 1 đứa đóng 1 đứa quay video từng đơn đóng nthe, nhất ngày sale, rất mất thời gian. video phải là video check từ cảmara có thời gian cụ thể khi đóng. chứ ko phải video là khi nào khách kiện rồi trả vờ in lại cái đơn rồi trả vờ tự đóng. thật là 1 hành vi lừa khách hàng. mọi người chú ý vì shop cũng có thanh lý hàng móp méo không nói về chất lượng sữa. nói về khâu đóng gói. bỏ tiền ra mua 1 lon sữa nguyên vẹn, nhận lại là hộp sữa bị móp méo. shop hoàn toàn có thể in hoá đơn lại và làm giả video đóng gói hàng. chờ đợi bao ngày mưa bão ko thể đi mua đc, canh ngày sale để app mã . rồi xong, gửi hàng móp cho khách. tôi ko hoàn vì tôi bận con thơ, không có thời gian đi mua băng dính đóng lại.",negative
chưa mở hộp nhưng nhận hàng thấy bọc chắn chắn lắm nhưng mua 2 hộp thì bị móp méo cả 2. shop thì đổ hết cho bên vận chuyển mình thấy bọc kiểu này vận chuyển chả méo được. thất vọng,negative
"vỏ hộp nguyên vẹn nhưng sản phẩm bị móp méo, phản hồi shop ko nhận lỗi, ko đổi trả, ko bao giờ quay lại",negative
"chán chả muốn nói tệ quá tệ, tráo hàng trắng trợn",negative
đóng hàng kĩ mà vẫn bị móp. do bị móp sẵn hay do vận chuyển??? bọc kĩ lắm mà móp. kb cod ảnh hưởng đến lắp thiếc bên trong k,negative
độ tuổi sử dụng:sơ sinh chất lượng sản phẩm:đã bị bóc trước nên k biết về chất lượng thật giả thế nào bao bì/mẫu mã:da boc truoc shop đóng gói cẩn thận giao hàng nhanh. hình ảnh và video mang tính chất nhận xu. hàng chưa bóc nên chưa biết thế nào. có gì hôm sau sẽ đánh giá lại. khi bóc ra khá thất vọng. k hiểu hà cớ gì mà mình đã mua 2 lon lại còn phải đóng lại hộp thế này. mình chả check được thông tin gì về sản phẩm. sẽ không quay lại mua lần 2,negative
"shop đóng gói cầu kì, tháo ra rất mất công, dán băng dính lên cả hộp hàng. trải nghiệm ko tốt.",negative
"độ tuổi sử dụng:sơ sinh bao bì/mẫu mã:ok chất lượng sản phẩm:date ngắn, mùi sữa k thơm như trước mình mua",negative
hộp sữa bị móp,negative
đóng gói sản phẩm kĩ càng . mua dc sữa vs giá rẻ hơn cửa hàng . chât lượng thì chua biêt. còn phải chờ thời gian . nếu tôt sẽ mua thêm .,negative
bao bì/mẫu mã:mẫu mã y như nhau.khác nhau khi mở lắp.1 cái là hàng xách tay.1 cái hàng của shop.thật giả lẫn lộn.tiền nào của nấy,negative
hạn sử dụng còn có 10 tháng. đóng gói cẩn thận. bé uống lon cũ của shop khác đi phân vàng đều không thấy trớ chuyển qua của shop này cứ bị trớ hoài đi phân lỏng như nước khá lo😓,negative
chất lượng sản phẩm:chưa sửa dụng nên chưa biết độ tuổi sử dụng:3 tháng bao bì/mẫu mã:hàng bị móp đóng gói cẩn thận nhưng hàng giao đến nơi vẫn bị móp,negative
mấy khi mua 1 hộp gói k bị móp.nay mua 2 hộp móp thấy ớn luôn.chừa.móp xẹp lép gần bung nắp lon sữa,negative
"độ tuổi sử dụng:em bé chất lượng sản phẩm:tốt bao bì/mẫu mã:lon cảnh tượng này thật quen thuộc, hình như ta đã thấy nó ở đâu rồii!!! 🌸🥳🙂",negative
độ tuổi sử dụng:1-3 bao bì/mẫu mã:ok chất lượng sản phẩm:not góod bé nhà mình uống xong là bị đi ỉa luôn. hixxx đã vậy còn mua hẳn 2 hộp. lần đầu mua của shop cũng là lần cuối(!!&7;:/₫&8432;,negative
hộp đã bọc chống sốc mà hộp vẫn bị méo. ko biết có fai do shop đóng gói bị méo trc hay ko? thìa thì vứt lăn lốc trông hộp hàng ko có bọc túi ni lông hay j cả.,negative
"giao hàng nhanh,chất lượng sản phẩm tốt,sẽ ủng hộ shop lần sau",negative
video mở dài nên không tải được. shop đóng hàng rất kĩ nhưng hộp sữa vẫn méo. có lẽ méo trước khi shop đóng rồi. vì mình mua rất nhiều shop có mỗi shop là hộp bị méo.,negative
"[tb] trọn gói 10k - bao data, gọi cả ngày! 1. soạn 1n gửi 191: 10k/ngày có 5gb, miễn phí gọi điện (10p/cuộc nội mạng, 5p ngoại mạng), sms nội mạng, tv360 2. soạn 3n gửi 191: 30k/3 ngày có 15gb (5gb/ngày), miễn phí gọi điện (10p/cuộc nội mạng, 15p ngoại mạng), sms nội mạng, tv360 gói cước gia hạn khi hết chu kỳ. lh 198 (0đ).",negative
2 lon trong hộp giấy đều móp cả 2 hộp luôn,negative
đã nhận được hàng mà quên không hỏi shop dạng lon này là nhập khẩu hay nội địa trước khi mua nay mình kiểm tra thì thấy một hộp bị móp nên có sửa lại đánh giá,negative
hàng bị móp móp,negative
"lần đầu mua của shop, thấy trả lời nhiệt tình. hàng giao nhanh, bọc cẩn thận. thấy mọi người đánh giá tốt nên cũng tin tưởng",negative
"độ tuổi sử dụng:0-1 bao bì/mẫu mã:đúng chất lượng sản phẩm:ok data gần , sữa ổn, lân sau mua shop giao data xa chúc nha shop, có j ủng hộ",negative
"giao đúng mẫu, đúng hàng, đủ số lượng. đóng gói gọn gàng, sạch sẽ",negative
chất lượng ổn phù hợp với giá tiền sẽ ủng hộ shop lần sau giao hàng và chuẩn bị hàng nhanh đóng gói chắc chắn không bị móp méo,negative
chất lượng ổn phù hợp với giá tiền sẽ ủng hộ shop lần sau giao hàng và chuẩn bị hàng nhanh mới đặt hôm qua hôm nay đã nhận được rồi shop bọc sữa rất chắc chắn không bị móp méo gì cả sẽ ủng hộ,negative
"bao bì/mẫu mã:k tốt chất lượng sản phẩm:tốt độ tuổi sử dụng:trẻ đóng gói hàng không cẩn thận như đợt vừa rồi nên làm móp méo hộp sữa,giao hàng nhanh",negative
độ tuổi sử dụng:so sinh bao bì/mẫu mã:uh chất lượng sản phẩm:uh rất buồn mình đã cố tình mua 2 lon để nguyên hộp nguyên seal rồi mà shop bóc hộp ra trông te tua chán,negative
"đã nhận đủ hàng. bọc hàng cẩn thận, shop gửi 1 lon bị móp méo",negative
"mình rất ít khi đánh giá sp thấp sao, mình mua khá nhiều của shop, giá cả rất ok, nhưng nhiều lần mua đều bị nhận fai hàng bị móp méo như này, nên shop nên để ý khi giao hàng cho khách như vậy nhé",positive
"giao đúng mẫu, đúng hàng, đủ số lượng. đóng gói gọn gàng, sạch sẽ",negative
"mua shop này nhìu lon rồi nhưng rất ưng ý. quấn hàng kỹ càng, nhận hàng ko móp méo",negative
đặt hàng đúng dịp tết nên giao hơi lâu hàng đúng mô tả mua lần đầu nên chưa biết chất lượng thế nào hy vọng là ổn,negative
